Reporting Range=["Quarterly"],Select year=["2023"],Select quarter=["2"],Brand=["NEWELEVEN"]
"ASIN title",ASIN,Category,"Impressions: Impressions","Impressions: Rating (Median)","Impressions: Price (Median)","Impressions: Same-Day Shipping Speed","Impressions: 1D Shipping Speed","Impressions: 2D Shipping Speed","Clicks: Clicks","Clicks: Click Rate (CTR)","Clicks: Price (Median)","Clicks: Same-Day Shipping Speed","Clicks: 1D Shipping Speed","Clicks: 2D Shipping Speed","Cart Adds: Cart Adds","Cart Adds: Price (Median)","Cart Adds: Same-Day Shipping Speed","Cart Adds: 1D Shipping Speed","Cart Adds: 2D Shipping Speed","Purchases: Purchases","Purchases: Search Traffic Sales","Purchases: Conversion Rate %","Purchases: Rating (Median)","Purchases: Price (Median)","Purchases: Same-Day Shipping Speed","Purchases: 1D Shipping Speed","Purchases: 2D Shipping Speed","Reporting Date"
"60th Birthday Gifts for Women - 1963 60th Birthday Decorations for Women - Birthday Gifts for 60 Year Old Woman - 60 Years Old Gifts Ideas for Women Turning 60, Mom, Wife, Friends- 12 oz Wine Tumbler","B08R8PXYL6","Kitchen","18569",,"29.98","836","4118","5810","135","0.73","29.98","4","33","48","54","29.98","1","15","20","12","359.76","8.89",,"29.98","0","2","8","2023-06-30"
"40th Birthday Gifts for Men, Women - 1983 40th Birthday Decorations for Men, Women - Gifts for Women Turning 40-40 Year Old Gifts for Men, Him, Her, Husband, Wife, Dad, Mom, Friends - 20 Oz Tumbler","B08R8R2LQF","Kitchen","85346",,"29.98","866","23324","20762","701","0.82","29.98","8","211","167","289","29.98","6","93","56","96","2938.04","13.69",,"29.98","1","26","21","2023-06-30"
"Bride To Be Gifts For Her - Wedding Gifts For Bride - Bridal Shower Gift, Bachelorette Gifts For Bride - Engagement Gifts For Women - Bridal Gifts For Bride To Be, Fiancee - 12oz Wine Tumbler","B08R8R7T36","Kitchen","245094",,"24.98","4355","79073","52253","1506","0.61","24.98","32","473","318","635","24.98","17","196","123","159","4214.76","10.56",,"24.98","4","49","30","2023-06-30"
"Retirement Gifts For Women 2023 - Retired Gifts For Women - Retirement Party Decorations - Fun Retirement Gifts For Women, Retired People, Coworkers, Friends - 12 Oz Wine Tumbler","B08R8SSBWV","Kitchen","409",,"58.83","0","0","0","4","0.98","59.05","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2023-06-30"
"50th Birthday Gifts for Women Men - 1973 50th Birthday Decorations for Men Women - Gifts for Women Turning 50 - 50 Year Old Gifts for Women, Men, Mom, Dad, Husband, Wife - 20 Oz Tumbler","B08R8SW1NM","Kitchen","6161",,"32.98","191","576","998","32","0.52","32.98","0","5","8","10","32.98","0","3","2","4","147.02","12.5",,"32.98","0","2","1","2023-06-30"
"Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler","B08Y8RZRHG","Kitchen","355",,"52.19","0","0","0","4","1.13","37.48","0","0","0","1","59.93","0","0","0","0","0.0","0.0",,,"0","0","0","2023-06-30"
"Gifts for Mom from Daughter, Son, Kids - Mothers Day Gifts for Mom, Women, Wife - Funny Best Birthday Gifts Ideas for Mom, Mother, Wife, Bonus Mom, Mother in Law, Mama - 20 Oz Tumbler","B08ZKX6YK9","Kitchen","74940",,"29.98","5458","31251","19921","578","0.77","29.98","43","234","145","109","29.98","5","45","27","33","1020.32","5.71",,"29.98","3","13","8","2023-06-30"
"Gifts for Dad from Daughter, Son, Kids - Birthday Gifts for Dad, New Dad - Fathers Day Gift for Dad, Husband, Men - Best Dad Bday Present Idea for a Father, Men, Him - Dad Mug, 20 Oz Tumbler","B08ZKZ1FJK","Kitchen","515821",,"32.98","27787","225928","60674","3462","0.67","32.98","189","1489","449","753","32.98","33","298","82","219","6896.83","6.33",,"32.98","6","88","27","2023-06-30"
"Retirement Gifts For Women 2023 - Retired Gifts For Women - Female Retirement Gifts - Coworker Leaving Gifts, Farewell Gifts, Goodbye Gift For Women, Colleagues, Coworkers, Friends - 12Oz Wine Tumbler","B08ZRWW1W4","Kitchen","106208",,"29.98","5643","49365","17745","709","0.67","29.98","46","342","122","194","29.98","19","94","35","52","1663.94","7.33",,"29.98","9","26","9","2023-06-30"
"Aprons For Men With Pockets - Valentines Day Gifts For Him, Men, Dad, Husband, Him - Birthday Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron","B08ZYGT8SH","Apparel","22357",,"24.98","1","15","4","195","0.87","24.98","0","0","0","35","24.98","0","0","0","17","439.66","8.72",,"24.98","0","0","0","2023-06-30"
"Aprons For Men With Pockets - Fathers Day Gift Dad, Men - Birthday Gifts for Men, Dad, Husband, Boyfriend, Him - Grill Cooking BBQ Kitchen Chef Apron","B091F4PHBQ","Apparel","66233",,"22.98","19","125","48","614","0.93","22.98","0","0","0","109","22.98","0","0","0","39","1031.2","6.35",,"22.98","0","0","0","2023-06-30"
"Aprons For Men With Pockets - Christmas Gift For Men, Dad, Husband, Him - Birthday Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron","B091F544N7","Apparel","109487",,"24.98","33","256","131","1784","1.63","24.98","1","2","3","220","24.98","0","0","1","67","1734.66","3.76",,"24.98","0","0","0","2023-06-30"
"Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler","B092HNBJT6","Kitchen","939",,"63.07","0","0","0","3","0.32","62.59","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2023-06-30"
"Grandpa Gifts - Fathers Day Giftss, Birthday Gifts For Grandpa - Best Grandpa Gifts For Grandfather, New Grandpa, Promoted To Grandpa, Grandparents From Grandchildren Granddaughter - 20Oz Tumbler","B094CFGN42","Kitchen","197744",,"32.98","9627","85082","23423","1171","0.59","32.98","69","463","138","364","32.98","21","126","41","119","3956.88","10.16",,"32.98","10","39","12","2023-06-30"
"Retirement Gifts For Women 2023 - Retired Gifts For Women - Female Retirement Gifts - Coworker Leaving Gifts, Farewell Gifts, Goodbye Gift For Women, Colleagues, Coworkers, Friends - 20 Oz Tumbler","B095S16WV3","Kitchen","19",,"55.99","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Retirement Gifts For Men Women 2023 - Retired Gifts For Women, Men - Retirement Party Decorations - Fun Retirement Gifts For Women, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler","B095S1818R","Kitchen","58",,"60.99","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Birthday Gifts For Men Women - Thank You Gifts, Women Gifts, Graduation Gifts, Inspirational Gifts For Men, Women, Best Friend, Sister, Mom, Dad, Wife, Husband, Coworker, Employee - 20 Oz Tumbler","B0978WGWY4","Kitchen","64417",,"29.98","5335","27556","8133","443","0.69","29.98","49","196","52","92","29.98","15","38","9","30","1011.3","6.77",,"29.98","5","13","1","2023-06-30"
"NewEleven Sister Gifts from Sister, Brother - Birthday Gifts For Sister - Gifts For Sister, Soul Sister, Big Sister, Little Sister, Sister In Law, Bestie, BFF, Women - 20 Oz Tumbler","B0978YSWP3","Kitchen","124",,"53.13","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Gifts For Brother - Brother Gifts From Sister, Brother - Fathers Day Giftss, Birthday Gifts For Brother, Big Brother Gifts - Funny Brother Gifts For Brothers From Sisters, Siblings - 20 Oz Tumbler","B09792XF8F","Kitchen","30343",,"29.98","389","6829","5480","243","0.8","29.98","6","56","45","94","29.98","0","26","13","21","625.58","8.64",,"29.98","0","4","6","2023-06-30"
"Gifts for Mom from Daughter, Son, Kids - Mothers Day Gifts for Mom, Women, Wife - Funny Best Birthday Gifts Ideas for Mom, Mother, Wife, Bonus Mom, Mother in Law, Mama - 20 Oz Tumbler","B097B9H21P","Kitchen","193844",,"29.98","9304","78541","42129","2634","1.36","29.98","134","1103","598","415","29.98","30","200","87","133","4453.06","5.05",,"30.98","11","61","31","2023-06-30"
"Gifts for Dad from Daughter, Son, Kids - Birthday Gifts for Dad, New Dad - Fathers Day Gift for Dad, Husband, Men - Best Dad Bday Present Idea for a Father, Men, Him - Dad Mug, 20 Oz Tumbler","B097B9SY89","Kitchen","763764",,"32.98","51874","248747","76753","9428","1.23","32.98","657","3150","969","1784","32.98","132","575","147","457","15538.77","4.85",,"34.98","32","163","34","2023-06-30"
"Uncle Gifts - Best Uncle Gifts - Fathers Day Giftss For Uncle From Niece, Nephew - Uncle Birthday Gifts - Best Uncle Ever Gifts For New Uncle, Funcle, Uncle Announcement - 20Oz Tumbler","B097H6PJCN","Kitchen","4175",,"27.68","514","1910","313","69","1.65","27.68","10","31","5","33","27.68","3","11","4","13","387.52","18.84",,"27.68","0","3","1","2023-06-30"
"Replacement Lid For 20 Oz NewEleven Tumbler - Pack of 2 lids","B0995JRMHP","Home","17",,"42.06","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"NewEleven Bride To Be Gifts For Her - Wedding Gifts For Bride - Bridal Shower Gift, Bachelorette Gifts For Bride - Engagement Gifts For Women - Bridal Gifts For Bride To Be, Fiancee - 20 Oz Tumbler","B09B9PKM9M","Kitchen","221",,"59.51","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Best Friend Birthday Gifts, Sisters Gifts From Sister - Friendship Gifts For Women - Birthday Gifts For Friends Female, Bff, Besties - 20 Oz Tumbler","B09BZ98BCS","Kitchen","4",,"39.33","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"30th Birthday Gifts For Her - 1992 30th Birthday Decorations For Women Her - 30 Year Old Gifts, 30 Birthday Idea Presents For Women, Her, Wife, Daughter, Girlfriend, Friends, Sisters - 20 Oz Tumbler","B09S8KNXQK","Kitchen","17",,"38.94","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Sister Gifts From Sister, Brother - Christmas Gifts For Sister - Birthday Gifts For Sister, Soul Sister, Big Sister, Little Sister, Sister In Law, Sibling, Bestie, BFF, Women - 20 Oz Tumbler","B09S8QLC8H","Kitchen","58",,"54.46","0","0","0","1","1.72","54.06","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2023-06-30"
"NewEleven Bird Watching Gifts, Bird Lover Gifts - Bird Gifts For Bird Lovers Men Women - Funny Birding Gifts For Birders, Bird Watchers, Bird Lovers, Men, Women, Friends, Coworkers - 20 Oz Tumbler","B09S9PGL4T","Kitchen","87",,"62.4","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Birthday Gifts for Women - Mothers Day Gifts, Thank You Gifts, Women Gifts, Graduation Gifts for Women, Best Friend, Sister, Mom, Wife, Aunt, Her, Daughter, Coworker, Employee - 20 Oz Tumbler","B09TT1GGMM","Kitchen","6786",,"29.98","32","1539","1940","47","0.69","29.98","1","14","16","10","29.98","1","3","4","1","29.98","2.13",,"29.98","0","1","0","2023-06-30"
"Gifts For Men - Fathers Day Giftss, Retirement, 30th 40th 50th 60th 70th 80th Birthday Gifts For Men - Funny Gag Gifts For Husband, Dad, Uncle, Grandpa, Brother, Boss, Coworker - 20Oz Beer Glass","B09V4PBVVB","Kitchen","83",,"41.4","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Gifts For Grandma - Grandma Birthday Gifts - Nana Gifts, Mimi Gifts, Gigi Gifts For Grandma - Best Grandma Gifts From Grandchildren, Grandkids - First Time Grandma, Grammy Gifts - 20 Oz Tumbler","B09X365CSN","Kitchen","9",,"54.46","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler…","B09XDFF8FF","Kitchen","36158",,"29.98","285","10231","10513","830","2.3","29.98","4","218","227","151","29.98","0","46","32","47","1439.04","5.66",,"29.98","0","13","11","2023-06-30"
"Retirement Gifts For Women 2023 - Retired Gifts For Women - Female Retirement Gifts - Coworker Leaving Gifts, Farewell Gifts, Goodbye Gift For Women, Colleagues, Coworkers, Friends - 20 Oz Tumbler","B09XDFLNR8","Kitchen","124",,"63.09","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"NewEleven Gifts For Dad From Daughter - Christmas Gifts For Dad, Men, Husband - Dad Gifts From Daughter - Best Birthday Gifts For Dad, Father From Daughter, Wife - 20 Oz Tumbler…","B09XDZL14H","Kitchen","2",,"45.65","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Retirement Gifts For Men Women 2023 - Retired Gifts For Men, Women - Retirement Party Decorations - Fun Retirement Gifts For Women, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler","B09XXP5V2W","Kitchen","76",,"62.84","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Retirement Gifts For Men Women 2023 - Retired Gifts For Women, Men - Retirement Party Decorations - Fun Retirement Gifts For Women, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler","B09YCTFXYV","Kitchen","24",,"65.68","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Sister Gifts From Sister, Brother - Birthday Gifts For Sister - Mothers Day Gifts For Sister, Soul Sister, Big Sister, Little Sister, Sister In Law, Sibling, Bestie, BFF, Women - 20 Oz Tumbler","B09YDBRN33","Kitchen","6",,"46.48","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Retirement Gifts For Men Women 2022 - Retired Gifts For Women, Men - Retirement Party Decorations - Fun Retirement Gifts For Women, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler","B09ZYB5MBT","Kitchen","12",,"60.16","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler","B09ZYCD6GX","Kitchen","14",,"65.35","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Gifts For Dad - Bonus Dad, Step Dad Gifts From Daughter, Son - Fathers Day Giftss, Birthday Gifts For Bonus Dad, Stepdad - Best Bonus Dad Present Idea For Step Father, Stepped Up Dad - 20Oz Tumbler","B0B176NPZ1","Kitchen","26",,"56.43","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Birthday Gifts for Women - Best Friend Giftss for Women - Mom Birthday Gifts, Sisters Gifts from Sister - Best Friend, Friendship Gifts, Candles Gifts for Women, Mom, BFF, Wife - Lavender Candle 8oz","B0B1T794ZP","Home","315",,"49.55","0","0","0","2","0.63","51.08","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2023-06-30"
"Birthday Gifts For Women - Thank You Gifts, Women Gifts, Graduation Gifts, Inspirational Gifts For Women, Best Friend, Sister, Mom, Wife, Aunt, Her, Daughter, Coworker, Employee - 12 Oz Tumbler","B0B2WCM31Q","Kitchen","7",,"48.36","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Birthday Gifts For Women - Mothers Day Gifts, Thank You Gifts, Women Gifts, Graduation Gifts For Women, Best Friend, Sister, Mom, Wife, Aunt, Her, Daughter, Coworker, Employee - 12 Oz Tumbler","B0B2WG2K43","Kitchen","3",,"55.55","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Retirement Gifts For Women 2022 - Retired Gifts For Women - Female Retirement Gifts - Coworker Leaving Gifts, Farewell Gifts, Goodbye Gift For Women, Colleagues, Coworkers, Friends - 12Oz Wine Tumbler","B0B2WGL9ZW","Kitchen","16",,"62.02","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"30th Birthday Gifts For Her Him - 1992 30th Birthday Decorations For Him Her - 30 Year Old Gifts, 30 Birthday Idea Presents For Men, Women, Friends, Sister, Brother - 16 Oz Coffee Beer Can Glass…","B0B4255CBQ","Kitchen","38",,"54.68","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"40th Birthday Gifts For Men, Women - 1982 40th Birthday Decorations For Men, Women - Gifts for Women Turning 40 - 40 Year Old Gifts For Husband, Wife, Dad, Mom - 16 Oz Coffee Beer Can Glass","B0B425H79X","Kitchen","16",,"61.1","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"51th Birthday Gifts For Women - Vintage 1972 51th Birthday Decorations For Women - Best 51 Year Old Gifts Ideas For Wife, Mom, Sister, Friends - Turning 51 Presents For Female - 22 Oz Wine Glass","B0B4WLVWTF","Kitchen","39",,"58.02","0","0","0","1","2.56","58.02","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2023-06-30"
"40th Birthday Gifts For Women - 1982 40th Birthday Decorations For Women - Gifts for Women Turning 40 - 40 Year Old Gifts For Wife, Mom, Friends, Sister - 22 Oz Champagne Glass","B0B4WNS2YH","Kitchen","5",,"52.18","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"60th Birthday Gifts For Women - Vintage 1962 60th Birthday Decorations For Women - Best 60 Year Old Gifts Ideas For Wife, Mom, Grandma, Friends - Turning 60 Presents For Female - 22 Oz Wine Glass","B0B4WQMS2D","Kitchen","42",,"55.41","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Gifts for Mom from Daughter, Son - Birthday Gifts for Mom - Funny Birthday Cool Present for Mom, Wife, New Mom, Bonus Mom, Mother in Law, Mom to Be from Daughter, Son, Husband - Lavender Candle 8 Oz","B0B5RJWDFX","Home","25555",,"25.98","1480","9574","7176","135","0.53","25.98","2","42","41","29","25.98","1","9","4","3","84.94","2.22",,"25.98","1","0","1","2023-06-30"
"Birthday Gifts for Women - Best Friend Giftss, Funny Unique Gag Gifts for Women, Her, Bestie, BFF, Sister - Going Away Gifts for Coworker, Long Distance Friendship Presents - Lavender Candle 8 Oz","B0B5T5DP6Y","Home","16133",,"22.98","1620","8381","2348","178","1.1","22.98","13","93","36","27","22.98","2","13","7","7","172.86","3.93",,"25.98","0","4","2","2023-06-30"
"Best Friend Giftss For Women - Get Well Soon Gifts For Women, Men - Friendship Birthday Presents For Mom, Wife, Sister, BFF, Bestie, Her - Condolence Inspirational Sympathy Gifts - Lavender Candle 8Oz","B0B5T79Y6M","Home","4883",,"22.98","454","2503","638","40","0.82","22.98","3","19","5","12","22.98","0","5","3","3","71.94","7.5",,"22.98","0","1","1","2023-06-30"
"Birthday Gifts For Women - Thank You Gifts, Women Gifts, Graduation Gifts, Inspirational Gifts For Women, Best Friend, Sister, Mom, Wife, Aunt, Her, Daughter, Coworker, Employee - 20 Oz Tumbler","B0B68YP7N8","Kitchen","7",,"60.94","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"50th Birthday Gifts For Women - 1972 50th Birthday Decorations Women - Gifts For Women Turning 50 - 50 Year Old Gifts Ideas For Women, Mom, Wife - 12 Oz Wine Tumbler","B0B69126RL","Kitchen","20",,"61.28","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"30th Birthday Gifts For Her - 1992 30th Birthday Decorations For Women Her - 30 Year Old Gifts, 30 Birthday Idea Presents For Women, Her, Wife, Daughter, Friends, Sisters - 12 Oz Wine Tumbler","B0B69QP6DS","Kitchen","25",,"84.77","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Gifts For Grandma - Grandma Birthday Gifts - Nana Gifts, Mimi Gifts, Gigi Gifts For Grandma - Best Grandma Gifts From Grandchildren, Grandkids - First Time Grandma, Grammy Gifts - 20 Oz Tumbler","B0B6BSDKB1","Kitchen","1",,"67.64","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Gifts For Grandma - Grandma Birthday Gifts - Mothers Day Gifts For Grandma, Grandmother, First Time Grandma, Nana, Gigi, Mimi, Grammy From Grandchildren, Granddaughter, Grandson - 20 Oz Wine Tumbler","B0B6BTRYHC","Kitchen","3",,"43.02","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"Gifts For Grandma - Grandma Birthday Gifts - Nana Gifts, Mimi Gifts, Gigi Gifts For Grandma - Best Grandma Gifts From Grandchildren, Grandkids - First Time Grandma, Grammy Gifts - 20 Oz Tumbler","B0B6BTSHMG","Kitchen","2",,"40.72","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"40th Birthday Gifts For Women - Vintage 1982 40th Birthday Decorations For Women, Her - Best 40 Year Old Gifts Ideas For Wife, Mom, Friends, Sister - Turning 40 Presents For Female - 12Oz Wine Tumbler","B0B7M62T24","Kitchen","41",,"59.82","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"NewEleven 50th Birthday Gifts For Men Women - 1973 50th Birthday Decorations For Men Women - Gifts For Women Turning 50 - 50 Year Old Gifts For Men, Women, Mom, Dad, Wife, Husband - 20 Oz Tumbler","B0B7N8PWN3","Kitchen","40",,"58.71","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"30th Birthday Gifts For Her - Vintage 1992 30th Birthday Decorations For Her - Best 30 Year Old Gifts Ideas For Wife, Friends, Sister, Her - Turning 30 Presents for Female - 22 Oz Wine Glass","B0B8D1RZRF","Kitchen","36",,"51.98","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
"21st Birthday Gifts For Her - Vintage 2001 21st Birthday Decorations For Her - 21 Year Old Gifts, 21 Birthday Idea Presents For Her, Daughter, Sisters, Friends - 22 Oz Wine Glass","B0B8D46PLX","Kitchen","12",,"57.03","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2023-06-30"
